45
0 1 0.68421
0 2 0.19231
0 3 0.67273
0 4 0.18841
0 5 0.24359
0 6 0.26667
0 7 0.1625
0 8 0.17949
0 10 0.25
0 11 0.23377
0 12 0.23377
0 13 0.25
0 14 0.25
0 15 0.14773
0 16 0.2069
0 27 0.20561
0 33 0.14679
1 2 0.19737
1 3 0.69811
1 4 0.19403
1 5 0.33803
1 6 0.25676
1 7 0.16667
1 8 0.18421
1 9 0.1573
1 10 0.25714
1 11 0.34783
1 12 0.34783
1 13 0.25676
1 14 0.25676
1 15 0.15116
1 16 0.21176
1 18 0.17105
1 20 0.16854
1 22 0.14103
1 25 0.13978
1 26 0.13978
1 28 0.18557
1 31 0.14706
1 32 0.16038
1 33 0.13889
2 3 0.29851
2 4 0.13235
2 5 0.1358
2 6 0.15385
2 9 0.13636
2 10 0.16438
2 11 0.15385
2 12 0.15385
2 13 0.13924
2 14 0.13924
2 17 0.13433
2 20 0.16092
2 30 0.13402
2 34 0.13636
2 41 0.14103
3 4 0.22581
3 5 0.24658
3 6 0.30882
3 7 0.19178
3 8 0.21127
3 10 0.3125
3 11 0.27143
3 12 0.27143
3 13 0.28986
3 14 0.28986
3 15 0.15854
3 16 0.22222
3 17 0.13636
3 20 0.13636
3 22 0.13333
3 28 0.13265
4 5 0.42105
4 6 0.27419
4 7 0.60417
4 8 0.76744
4 9 0.17105
4 10 0.32143
4 11 0.25397
4 12 0.25397
4 13 0.23438
4 14 0.23438
4 16 0.18667
4 17 0.22642
4 18 0.20968
4 19 0.21622
4 20 0.21622
4 21 0.18033
4 22 0.17188
4 25 0.21053
4 26 0.21053
4 28 0.14773
4 30 0.20732
4 34 0.14103
5 6 0.28767
5 7 0.35294
5 8 0.37879
5 9 0.18182
5 10 0.36923
5 11 0.51613
5 12 0.51613
5 13 0.36232
5 14 0.36232
5 15 0.16279
5 16 0.28395
5 18 0.23288
5 19 0.2069
5 20 0.2069
5 21 0.14474
5 22 0.16883
5 25 0.21591
5 26 0.21591
5 28 0.38095
5 30 0.14
5 31 0.14563
5 33 0.13761
6 7 0.23288
6 8 0.23611
6 9 0.25926
6 10 0.29851
6 11 0.26027
6 12 0.26027
6 13 0.26027
6 14 0.26027
6 15 0.15294
6 16 0.22892
6 28 0.14
6 29 0.14545
6 30 0.16667
6 33 0.14019
6 34 0.15909
6 35 0.14894
6 42 0.13253
7 8 0.5
7 9 0.14943
7 10 0.28788
7 11 0.23288
7 12 0.23288
7 13 0.21622
7 14 0.21622
7 16 0.16279
7 17 0.20635
7 18 0.19444
7 19 0.17442
7 20 0.18824
7 21 0.13699
7 22 0.14667
7 25 0.17045
7 26 0.17045
7 28 0.14286
7 30 0.19565
7 34 0.13636
8 9 0.15116
8 10 0.27273
8 11 0.23611
8 12 0.23611
8 13 0.34848
8 14 0.34848
8 16 0.16471
8 17 0.19048
8 18 0.19718
8 19 0.20482
8 20 0.20482
8 21 0.15493
8 22 0.14865
8 25 0.2
8 26 0.2
8 28 0.14433
8 30 0.18478
8 34 0.13793
9 11 0.17241
9 12 0.17241
9 15 0.14894
9 17 0.17333
9 18 0.24051
9 19 0.24176
9 20 0.21505
9 23 0.14634
9 25 0.23656
9 26 0.23656
9 27 0.14286
9 28 0.21569
9 29 0.21429
9 30 0.22
9 31 0.17757
9 32 0.13793
9 34 0.25843
9 35 0.24211
9 41 0.13483
10 11 0.70588
10 12 0.70588
10 13 0.70588
10 14 0.70588
10 15 0.1625
10 16 0.32877
10 17 0.21667
10 18 0.18571
10 19 0.13953
